Protein,Initial_RMSD_loss,Initial_Steric_loss,Initial_Angle_Dev_loss,Final_RMSD_loss,Final_Steric_loss,Final_Angle_Dev_loss
Tca09g00971.t2,0.229,4.833,0,0.151,0.738,0.01
Tca09g00988.t1,0.221,5.852,0,0.182,0.126,0.006
Tca09g00989.t1,0.167,4.164,0,0.134,0.003,0.003
Tca09g00989.t2,0.167,3.814,0,0.133,0.003,0.003
Tca09g00990.t1,0.275,17.466,0,0.224,0.636,0.004
Tca09g00991.t1,0.255,21.077,0,0.21,0.539,0.005
Tca09g00992.t1,0.146,8.162,0,0.125,0.021,0.002
Tca09g01225.t1,0.181,10.339,0,0.146,0.189,0.003
Tca09g01226.t1,0.182,1.421,0,0.138,0.038,0.007
Tca09g01227.t1,0.209,2.063,0,0.186,0.012,0.011
Tca09g01228.t1,0.137,6.373,0,0.115,0.025,0.001
Tca09g01229.t1,0.197,0.074,0,0.124,0,0.008
Tca09g01230.t1,0.177,1.365,0,0.131,0.004,0.006
Tca09g01232.t1,0.142,11.415,0,0.125,0.006,0.002
Tca09g01233.t1,0.176,5.893,0,0.139,0.001,0.003
Tca09g01234.t1,0.166,3.239,0,0.136,0.041,0.002
Tca09g01235.t1,0.156,4.105,0,0.125,0.002,0.002
Tca09g01236.t1,0.154,3.733,0,0.127,0.069,0.001
Tca09g01237.t1,0.19,4.677,0,0.151,0.068,0.003
Tca09g01238.t1,0.198,4.974,0,0.154,0.066,0.005
Tca09g01239.t1,0.195,3.96,0,0.155,0.016,0.003
Tca09g01240.t1,0.147,2.169,0,0.12,0.057,0.003
Tca09g01241.t1,0.194,1.437,0,0.136,0.19,0.005
Tca09g01242.t1,0.158,4.869,0,0.135,0.14,0.003
Tca09g01243.t1,0.157,5.037,0,0.139,0.097,0.002
Tca09g01245.t1,0.159,5.236,0,0.132,0.003,0.003
Tca09g01246.t1,0.189,12.423,0,0.169,3.046,0.005
Tca09g01247.t1,0.127,4.655,0,0.108,0.012,0.002
Tca09g01248.t1,0.165,5.512,0,0.136,0.001,0.004
Tca09g01249.t1,0.165,5.224,0,0.129,0.001,0.003
Tca09g01250.t1,0.174,2.944,0,0.143,0.053,0.003
Tca09g01251.t1,0.162,6.083,0,0.129,0.002,0.004
Tca09g02018.t1,0.192,5.404,0,0.168,0.032,0.006
Tca09g02019.t1,0.241,4.717,0,0.186,0.003,0.009
Tca09g02020.t1,0.208,8.797,0,0.165,0.09,0.007
Tca09g02021.t1,0.196,3.163,0,0.15,0.001,0.006
Tca09g02022.t1,0.192,7.134,0,0.148,0.004,0.007
Tca09g02023.t1,0.222,3.669,0,0.164,0.004,0.007
Tca09g02024.t1,0.215,6.097,0,0.169,0.009,0.007
Tca09g02025.t1,0.208,3.328,0,0.155,0.002,0.007
Tca09g02026.t1,0.202,5.509,0,0.162,0.002,0.007
Tca09g02027.t1,0.184,2.455,0,0.145,0.061,0.005
Tca09g02028.t1,0.192,4.939,0,0.146,0.003,0.004
Tca09g02029.t1,0.202,4.761,0,0.157,0.104,0.005
Tca09g02031.t1,0.147,7.513,0,0.124,0.028,0.002
Tca09g02032.t1,0.213,4.128,0,0.17,0.062,0.004
Tca09g02033.t1,0.199,4.357,0,0.153,0.001,0.007
Tca09g02034.t1,0.209,4.416,0,0.154,0.002,0.007
Tca09g02035.t1,0.162,6.229,0,0.137,0.218,0.003
Tca09g02036.t1,0.15,5.588,0,0.123,0.004,0.004
Tca09g02037.t1,0.236,1.246,0,0.173,0.025,0.007
Tca09g02038.t1,0.148,4.307,0,0.114,0.015,0.002
Tca09g02039.t1,0.168,3.625,0,0.129,0.275,0.004
Tca09g02040.t1,0.17,0.343,0,0.123,0.002,0.007
Tca09g02041.t1,0.153,15.825,0,0.129,0.004,0.004
Tca09g02042.t1,0.181,3.935,0,0.147,0.01,0.002
Tca09g02043.t1,0.22,12.894,0,0.182,1.208,0.004
Tca10g00911.t1,0.128,1.172,0,0.104,0.007,0.003
Tca10g00912.t1,0.155,11.357,0,0.133,0.024,0.004
Tca10g00913.t1,0.151,6.834,0,0.132,0.07,0.002
Tca10g00914.t1,0.131,2.459,0,0.108,0.026,0.003
Tca10g00914.t2,0.144,3.793,0,0.119,0.026,0.003
Tca10g00915.t1,0.166,0.768,0,0.116,0.014,0.004
Tca10g00916.t1,0.183,0.709,0,0.13,0.02,0.005
Tca10g00917.t1,0.164,0.752,0,0.12,0,0.004
Tca10g00918.t1,0.234,23.51,0,0.197,1.138,0.002
Tca10g00919.t1,0.149,8.131,0,0.115,0.142,0.002
Tca10g00920.t1,0.155,15.047,0,0.137,0.525,0.003
Tca10g00921.t1,0.248,10.473,0,0.198,0.731,0.003
Tca10g00922.t1,0.236,3.374,0,0.17,0.012,0.007
Tca10g00924.t1,0.155,5.738,0,0.123,0.001,0.002
Tca10g00925.t1,0.188,17.514,0,0.172,0.078,0.007
Tca10g00926.t1,0.151,3.679,0,0.132,0.007,0.004
Tca10g00927.t1,0.154,5.452,0,0.125,0.019,0.003
Tca10g00928.t1,0.136,2.197,0,0.108,0.013,0.003
Tca10g00929.t1,0.142,3.324,0,0.117,0.003,0.003
Tca10g00930.t1,0.134,1.249,0,0.101,0.001,0.003
Tca10g00931.t1,0.138,4.55,0,0.105,0.002,0.003
Tca10g00932.t1,0.185,5.22,0,0.152,0.111,0.007
Tca10g00933.t1,0.18,3.204,0,0.139,0.002,0.008
Tca10g00934.t1,0.202,4.05,0,0.151,0.003,0.016
Tca10g00935.t1,0.19,1.356,0,0.14,0.52,0.005
Tca10g00936.t1,0.124,13.835,0,0.131,0.043,0.007
Tca10g00938.t1,0.18,1.999,0,0.143,0.088,0.002
Tca10g00939.t1,0.168,2.897,0,0.132,0.066,0.002
Tca10g00940.t1,0.152,3.09,0,0.126,0.091,0.006
Tca10g00941.t1,0.177,25.563,0,0.158,1.693,0.003
Tca10g00941.t2,0.194,16.686,0,0.172,0.206,0.002
Tca10g00942.t1,0.207,62.948,0,0.2,3.313,0.004
Tca10g00943.t1,0.246,75.404,0,0.236,13.209,0.006
Tca10g00944.t1,0.168,5.128,0,0.136,0.008,0.003
Tca10g00945.t1,0.19,1.878,0,0.161,0.004,0.007
Tca10g00946.t1,0.179,0.2,0,0.124,0,0.007
Tca10g00947.t1,0.175,4.153,0,0.149,0.004,0.005
Tca10g00948.t1,0.223,58.235,0,0.206,1.362,0.003
Tca10g00950.t1,0.211,8.145,0,0.157,0.048,0.006
Tca10g00951.t1,0.131,2.854,0,0.1,0.025,0.001
Tca10g00952.t1,0.248,6.355,0,0.191,0.347,0.005
Tca10g00953.t1,0.131,4.495,0,0.113,0.067,0.003
Tca10g00954.t1,0.166,6.863,0,0.134,0.011,0.002
Tca10g00955.t1,0.173,13.307,0,0.147,0.004,0.003
Tca10g00956.t1,0.174,1.227,0,0.132,0.019,0.006
Tca10g00957.t1,0.158,12.25,0,0.129,0.237,0.002
Tca10g00958.t1,0.155,9.326,0,0.133,0.266,0.002
Tca10g00959.t1,0.233,0.98,0,0.16,0.001,0.012
Tca10g00960.t1,0.156,0.504,0,0.115,0.001,0.006
Tca10g00961.t1,0.161,9.728,0,0.133,0.18,0.002
Tca10g00962.t1,0.136,0.692,0,0.106,0.035,0.003
Tca10g00964.t1,0.181,3.902,0,0.16,0.007,0.006
Tca10g00965.t1,0.151,8.912,0,0.137,0.108,0.003
Tca10g00966.t1,0.155,6.504,0,0.139,0.004,0.003
Tca10g00967.t1,0.152,10.415,0,0.132,0.005,0.005
Tca10g00968.t1,0.144,7.87,0,0.13,0.008,0.003
Tca10g00969.t1,0.143,7.32,0,0.132,0.005,0.003
Tca10g00970.t1,0.162,16.998,0,0.145,0.721,0.003
Tca10g00971.t1,0.156,14.771,0,0.136,0.278,0.002
Tca10g00972.t1,0.153,0.675,0,0.11,0.001,0.004
Tca10g00973.t1,0.141,5.793,0,0.117,0.221,0.002
Tca10g00974.t1,0.165,2.478,0,0.128,0.004,0.005
Tca10g00975.t1,0.144,6.355,0,0.122,0.096,0.002
Tca10g00976.t1,0.157,5.071,0,0.127,0.006,0.002
Tca10g00977.t1,0.152,4.736,0,0.125,0.055,0.003
Tca10g00979.t1,0.18,14.861,0,0.154,0.106,0.004
Tca10g00980.t1,0.154,6.738,0,0.12,0.04,0.002
Tca10g00981.t1,0.162,6.064,0,0.135,0.027,0.002
Tca10g00982.t1,0.171,22.571,0,0.144,0.644,0.002
Tca10g00983.t1,0.134,2.428,0,0.1,0.013,0.002
Tca10g00984.t1,0.161,6.298,0,0.133,0.14,0.002
Tca10g00985.t1,0.168,24.044,0,0.144,0.632,0.003
Tca10g00986.t1,0.168,21.146,0,0.141,0.042,0.002
Tca10g00987.t1,0.148,7.601,0,0.12,0.005,0.003
Tca10g00988.t1,0.148,4.931,0,0.123,0.281,0.001
Tca10g00989.t1,0.133,1.8,0,0.104,0.001,0.002
Tca10g00990.t1,0.139,4.865,0,0.119,0.012,0.003
Tca10g00910.t1,0.153,5.695,0,0.124,0.076,0.002
Tca10g00923.t1,0.224,41.386,0,0.198,0.485,0.003
Tca10g00937.t1,0.118,2.532,0,0.101,0.211,0.003
Tca10g00949.t1,0.207,30.582,0,0.181,0.588,0.003
Tca10g00963.t1,0.14,3.296,0,0.152,0.016,0.005
Tca10g00978.t1,0.146,3.388,0,0.116,0.096,0.002
Tca10g00992.t1,0.205,2.209,0,0.159,0.349,0.006
Tca10g00993.t1,0.142,9.046,0,0.121,0.303,0.001
Tca10g00994.t1,0.168,17.22,0,0.153,0.065,0.003
Tca10g00995.t1,0.167,9.047,0,0.15,0.055,0.003
Tca10g00996.t1,0.185,1.88,0,0.165,0.006,0.007
Tca10g00997.t1,0.149,3.861,0,0.131,0.038,0.004
Tca11g00325.t1,0.219,5.703,0,0.159,0.002,0.012
Tca11g00326.t1,0.222,3.883,0,0.149,0.009,0.008
Tca11g00327.t1,0.218,5.548,0,0.16,0.003,0.012
Tca11g00328.t1,0.165,13.973,0,0.146,0.084,0.004
Tca11g00329.t1,0.156,9.735,0,0.13,0.076,0.002
Tca11g00330.t1,0.296,10.207,0,0.221,0.209,0.007
Tca11g00332.t1,0.197,6.224,0,0.158,0.052,0.003
Tca11g00333.t1,0.157,4.692,0,0.119,0.001,0.003
Tca11g00334.t1,0.185,5.333,0,0.16,0.229,0.004
Tca11g00335.t1,0.155,2.387,0,0.132,0.33,0.006
Tca11g00336.t1,0.174,2.757,0,0.139,0.448,0.007
Tca11g00337.t1,0.182,22.784,0,0.149,0.333,0.007
Tca11g00541.t1,0.2,8.836,0,0.162,0.089,0.003
Tca11g00542.t1,0.158,3.292,0,0.122,0.001,0.005
Tca11g00543.t1,0.168,5.022,0,0.136,0.128,0.002
Tca11g00543.t2,0.168,5.065,0,0.137,0.103,0.002
Tca11g00544.t1,0.17,3.948,0,0.138,0.003,0.006
Tca11g00545.t1,0.138,6.968,0,0.119,0.002,0.002
Tca11g00547.t1,0.141,5.41,0,0.124,0.004,0.002
Tca11g00548.t1,0.146,7.246,0,0.123,0.015,0.002
Tca11g00549.t1,0.166,18.646,0,0.135,0.129,0.003
Tca11g00550.t1,0.171,1.117,0,0.132,0.087,0.006
Tca11g00551.t1,0.129,0.432,0,0.098,0.005,0.002
Tca11g00552.t1,0.165,12.733,0,0.148,0.329,0.004
Tca11g00553.t1,0.19,6.989,0,0.17,0.172,0.003
Tca11g00554.t1,0.168,13.117,0,0.138,0.002,0.003
Tca11g00555.t1,0.207,12.098,0,0.174,0.309,0.004
Tca11g00556.t1,0.222,11.789,0,0.182,0.102,0.006
Tca11g00557.t1,0.205,7.968,0,0.169,0.072,0.003
Tca11g00558.t1,0.213,28.667,0,0.195,6.076,0.004
Tca11g00559.t1,0.189,2.83,0,0.153,0.176,0.008
Tca11g00561.t1,0.207,6.799,0,0.164,0.478,0.002
Tca11g00562.t1,0.161,8.854,0,0.137,0.136,0.002
Tca11g00563.t1,0.175,15.164,0,0.151,0.166,0.002
Tca11g00564.t1,0.166,13.166,0,0.138,0.266,0.002
Tca11g00564.t2,0.183,17.892,0,0.157,0.057,0.003
Tca11g00565.t1,0.173,48.715,0,0.174,11.244,0.002
Tca11g00319.t1,0.19,2.946,0,0.144,0.001,0.006
Tca11g00320.t1,0.241,4.655,0,0.183,0.004,0.013
Tca11g00321.t1,0.229,7.719,0,0.184,1.537,0.007
Tca11g00322.t1,0.171,2.952,0,0.13,0.002,0.007
Tca11g00323.t1,0.218,5.462,0,0.16,0.002,0.011
Tca11g00324.t1,0.198,1.79,0,0.143,0.007,0.008
Tca11g00142.t1,0.148,4.877,0,0.126,0.031,0.002
Tca11g00143.t1,0.148,5.769,0,0.125,0.097,0.002
Tca11g00144.t1,0.185,14.625,0,0.152,0.199,0.002
Tca11g00145.t1,0.17,1.093,0,0.124,0.012,0.006
Tca11g00145.t2,0.168,0.874,0,0.121,0.012,0.005
Tca11g00146.t1,0.223,7.52,0,0.172,0.205,0.006
Tca11g00148.t1,0.318,20.139,0,0.222,0.018,0.011
Tca11g00149.t1,0.173,17.424,0,0.149,0.184,0.002
Tca11g00150.t1,0.214,68.631,0,0.198,0.639,0.005
Tca11g00151.t1,0.183,8.31,0,0.152,0.347,0.003
Tca11g00152.t1,0.347,37.282,0,0.271,1.493,0.009
Tca11g00153.t1,0.144,4.346,0,0.117,0.385,0.002
Tca11g00154.t1,0.141,2.971,0,0.108,0.001,0.002
Tca11g00155.t1,0.132,1.384,0,0.101,0.002,0.002
Tca11g00156.t1,0.24,42.216,0,0.202,0.44,0.004
Tca11g00157.t1,0.154,6.958,0,0.123,0.041,0.002
Tca11g00158.t1,0.208,18.333,0,0.175,0.271,0.003
Tca11g00159.t1,0.193,14.471,0,0.159,0.047,0.002
Tca11g00160.t1,0.149,8.251,0,0.12,0.071,0.002
Tca11g00161.t2,0.185,15.666,0,0.159,0.115,0.002
Tca11g00161.t3,0.185,13.847,0,0.145,0.098,0.003
Tca11g00162.t1,0.18,32.241,0,0.16,2.43,0.003
Tca11g00163.t1,0.138,0.999,0,0.109,0.001,0.002
Tca11g00164.t1,0.139,0.991,0,0.11,0.009,0.002
Tca11g00165.t1,0.218,22.423,0,0.174,5.083,0.004
Tca10g00991.t1,0.156,4.076,0,0.13,0.033,0.003
Tca10g01004.t1,0.133,1.449,0,0.108,0.022,0.002
Tca10g01017.t1,0.182,19.472,0,0.166,0.17,0.005
Tca10g01030.t1,0.128,0.538,0,0.108,0.015,0.003
Tca10g01045.t1,0.152,1.724,0,0.111,0.005,0.003
Tca10g01058.t1,0.153,4.682,0,0.123,0.049,0.002
Tca09g01762.t1,0.185,12.17,0,0.151,0.108,0.004
Tca09g02161.t1,0.207,13.399,0,0.165,0.226,0.006
Tca10g00281.t1,0.173,8.059,0,0.151,0.304,0.003
Tca10g00494.t1,0.185,1.981,0,0.143,0.007,0.007
Tca10g00617.t1,0.165,6.008,0,0.149,0.008,0.005
Tca10g00813.t1,0.227,2.249,0,0.166,0.211,0.007
Tca11g00166.t1,0.288,9.208,0,0.204,0.226,0.008
Tca11g00167.t1,0.154,1.797,0,0.117,0.006,0.003
Tca11g00168.t1,0.206,2.308,0,0.154,0.003,0.006
Tca11g00169.t1,0.204,4.356,0,0.156,0.012,0.004
Tca11g00170.t1,0.201,9.314,0,0.166,0.275,0.003
Tca11g00170.t2,0.201,9.336,0,0.164,0.308,0.002
Tca11g00137.t1,0.225,10.399,0,0.187,0.204,0.003
Tca11g00138.t1,0.167,5.722,0,0.123,0.02,0.003
Tca11g00139.t1,0.157,1.78,0,0.121,0.004,0.003
Tca11g00139.t2,0.17,6.724,0,0.143,0.031,0.004
Tca11g00140.t1,0.156,0.155,0,0.108,0.002,0.006
Tca11g00141.t1,0.169,0.529,0,0.123,0.003,0.005
Tca10g01278.t1,0.179,14.812,0,0.167,0.186,0.004
Tca10g01279.t1,0.155,14.665,0,0.139,0.032,0.003
Tca10g01279.t2,0.166,19.986,0,0.159,1.534,0.003
Tca10g01279.t3,0.16,14.604,0,0.143,0.105,0.003
Tca10g01280.t1,0.165,17.254,0,0.149,0.075,0.003
Tca10g01281.t1,0.165,15.824,0,0.151,0.34,0.003
Tca10g01283.t1,0.141,1.763,0,0.108,0,0.002
Tca10g01283.t2,0.159,2.898,0,0.126,0.053,0.002
Tca10g01284.t1,0.19,16.89,0,0.168,0.141,0.003
Tca10g01285.t1,0.157,6.558,0,0.132,0.009,0.003
Tca10g01286.t1,0.148,2.621,0,0.117,0.005,0.002
Tca10g01287.t1,0.234,2.798,0,0.171,0.002,0.006
Tca10g01724.t1,0.233,9.06,0,0.182,0.108,0.005
Tca10g01725.t1,0.175,4.096,0,0.129,0.067,0.004
Tca10g01726.t1,0.143,3.099,0,0.119,0.011,0.004
Tca10g01727.t1,0.169,5.232,0,0.125,0.328,0.005
Tca10g01728.t1,0.209,12.137,0,0.171,0.099,0.003
Tca10g01729.t1,0.208,0.059,0,0.145,0,0.007
Tca11g00566.t1,0.158,4.58,0,0.136,0.221,0.003
Tca11g00567.t1,0.186,5.751,0,0.128,0.001,0.006
Tca11g00568.t1,0.157,9.639,0,0.133,0.125,0.002
Tca11g00569.t1,0.159,14.149,0,0.138,0.011,0.002
Tca11g00570.t1,0.163,1.214,0,0.12,0.002,0.006
Tca11g00571.t1,0.16,14.242,0,0.141,0.383,0.002
Tca11g00597.t1,0.169,15.961,0,0.143,0.103,0.003
Tca11g00598.t1,0.176,22.486,0,0.169,0.298,0.005
Tca11g00599.t1,0.149,19.355,0,0.131,0.096,0.002
Tca11g00600.t1,0.183,29.339,0,0.151,0.125,0.002
Tca11g00601.t1,0.17,8.329,0,0.144,0.007,0.003
Tca11g00602.t1,0.144,6.059,0,0.125,0.008,0.002
Tca10g01272.t1,0.19,17.418,0,0.173,0.308,0.003
Tca10g01273.t1,0.169,15.627,0,0.161,0.354,0.003
Tca10g01274.t1,0.163,9.426,0,0.138,0.069,0.002
Tca10g01275.t1,0.165,15.062,0,0.151,0.046,0.002
Tca10g01276.t1,0.162,9.326,0,0.14,0.037,0.003
Tca10g01277.t1,0.168,25.166,0,0.159,0.101,0.003
Tca11g00422.t1,0.21,4.838,0,0.181,0.131,0.004
Tca11g00423.t1,0.152,9.523,0,0.127,0.028,0.003
Tca11g00424.t1,0.143,4.315,0,0.118,0.117,0.002
Tca11g00425.t1,0.153,0.033,0,0.113,0.002,0.006
Tca11g00426.t1,0.141,1.377,0,0.107,0.007,0.003
Tca11g00427.t1,0.152,7.129,0,0.125,0.012,0.003
Tca11g00429.t1,0.261,5.62,0,0.185,0.004,0.014
Tca11g00430.t1,0.257,1.021,0,0.174,0.001,0.014
Tca11g00431.t1,0.164,4.223,0,0.136,0.137,0.002
Tca11g00432.t1,0.171,14.574,0,0.144,0.108,0.002
Tca11g00433.t1,0.222,112.577,0,0.2,0.342,0.004
Tca11g00434.t1,0.146,4.371,0,0.118,0.023,0.002
Tca11g00172.t1,0.166,3.44,0,0.124,0,0.003
Tca11g00173.t1,0.166,7.35,0,0.133,0.076,0.002
Tca11g00174.t1,0.223,3.132,0,0.154,0.004,0.009
Tca11g00175.t1,0.146,6.598,0,0.13,0.166,0.002
Tca11g00176.t1,0.273,21,0,0.224,0.299,0.005
Tca11g00177.t1,0.152,4.518,0,0.125,0.042,0.002
Tca11g00243.t2,0.179,17.157,0,0.149,0.043,0.002
Tca11g00243.t3,0.17,15.861,0,0.142,0.135,0.002
Tca11g00243.t4,0.17,16.92,0,0.143,0.071,0.002
Tca11g00243.t5,0.17,15.283,0,0.144,0.125,0.002
Tca11g00243.t6,0.17,16.831,0,0.142,0.134,0.002
Tca11g00244.t1,0.157,14.27,0,0.133,2.071,0.003
Tca11g00194.t1,0.15,5.007,0,0.123,0.1,0.003
Tca11g00217.t1,0.22,1.616,0,0.153,0.052,0.009
Tca11g00230.t1,0.151,4.676,0,0.122,0.003,0.003
Tca11g00245.t1,0.162,13.725,0,0.147,0.239,0.002
Tca11g00256.t1,0.192,1.906,0,0.15,0.034,0.007
Tca11g00269.t1,0.156,6.566,0,0.145,0.074,0.005
Tca11g00282.t1,0.177,18.158,0,0.155,0.254,0.003
Tca11g00295.t1,0.146,3.308,0,0.118,0.218,0.002
Tca11g00312.t1,0.209,5.549,0,0.161,0.004,0.009
Tca11g00246.t1,0.159,29.744,0,0.137,0.168,0.003
Tca11g00247.t1,0.239,3.123,0,0.179,0.055,0.007
Tca11g00247.t2,0.24,4.102,0,0.181,0.062,0.006
Tca11g00248.t1,0.176,5.181,0,0.134,0.007,0.003
Tca11g00248.t2,0.176,5.043,0,0.134,0.007,0.003
Tca11g00249.t1,0.219,0.652,0,0.156,0.002,0.011
Tca11g00250.t1,0.184,3.287,0,0.15,0.025,0.004
Tca11g00251.t1,0.169,2.223,0,0.134,0.033,0.006
Tca11g00251.t2,0.168,2.019,0,0.133,0.033,0.006
Tca11g00252.t1,0.203,2.202,0,0.148,0.067,0.006
Tca11g00253.t1,0.211,1.02,0,0.15,0.018,0.008
Tca11g00254.t1,0.235,8.82,0,0.193,0.334,0.009
Tca11g00255.t1,0.21,5.136,0,0.173,0.074,0.007
Tca11g00257.t1,0.183,7.275,0,0.148,0.09,0.006
Tca11g00258.t1,0.178,9.641,0,0.138,0.255,0.004
Tca11g00259.t1,0.141,2.854,0,0.114,0.001,0.002
Tca11g00260.t1,0.247,3.934,0,0.183,0.004,0.005
Tca11g00261.t1,0.234,1.915,0,0.156,0.022,0.01
Tca11g00262.t1,0.218,3.295,0,0.167,0.147,0.007
Tca11g00263.t1,0.26,20.247,0,0.214,0.314,0.006
Tca11g00264.t1,0.184,1.477,0,0.14,0.002,0.009
Tca11g00265.t1,0.176,16.016,0,0.152,0.019,0.003
Tca11g00266.t1,0.166,7.581,0,0.14,0.333,0.003
Tca11g00267.t1,0.162,0.592,0,0.115,0.001,0.004
Tca11g00268.t1,0.289,1.014,0,0.196,0.002,0.018
Tca10g01731.t1,0.196,7.208,0,0.164,0.01,0.005
Tca10g01732.t1,0.212,6.656,0,0.162,0.014,0.006
Tca10g01733.t1,0.194,0.73,0,0.144,0.019,0.007
Tca10g01734.t1,0.237,0.927,0,0.167,0.149,0.015
Tca10g01735.t1,0.187,1.617,0,0.146,0.002,0.006
Tca10g01736.t1,0.214,34.697,0,0.186,20.019,0.004
Tca10g01737.t1,0.206,3.972,0,0.168,0.005,0.006
Tca11g00039.t1,0.233,4.2,0,0.181,0.061,0.009
Tca11g00040.t1,0.156,0.722,0,0.117,0.003,0.003
Tca11g00041.t1,0.139,3.677,0,0.122,0.1,0.002
Tca11g00042.t1,0.184,17.97,0,0.162,0.041,0.002
Tca11g00043.t1,0.146,3.369,0,0.119,0.033,0.003
Tca11g00044.t1,0.165,3.056,0,0.132,0.003,0.003
Tca11g00046.t1,0.272,3.38,0,0.194,0.057,0.011
Tca11g00047.t1,0.267,2.721,0,0.197,0.175,0.009
Tca11g00048.t1,0.268,7.272,0,0.199,0.03,0.009
Tca11g00049.t1,0.273,2.53,0,0.205,0.021,0.01
Tca11g00050.t1,0.223,2.089,0,0.158,0.345,0.012
Tca11g00051.t1,0.176,27.121,0,0.154,1.578,0.004
Tca11g00051.t2,0.178,14.327,0,0.162,0.872,0.004
Tca11g00052.t1,0.198,2.492,0,0.138,0.002,0.004
Tca11g00052.t2,0.208,1.171,0,0.143,0,0.005
Tca11g00053.t1,0.185,9.634,0,0.154,0.175,0.003
Tca11g00054.t1,0.157,7.836,0,0.14,0.35,0.004
Tca11g00055.t1,0.144,4.247,0,0.12,0.08,0.003
Tca11g00056.t1,0.139,4.55,0,0.121,0.551,0.002
Tca11g00058.t1,0.144,4.973,0,0.136,0.107,0.004
Tca11g00059.t1,0.147,7.145,0,0.145,0.087,0.007
Tca11g00060.t1,0.211,0.375,0,0.153,0,0.008
Tca11g00061.t1,0.156,7.362,0,0.132,0.16,0.002
Tca11g00062.t1,0.15,7.016,0,0.126,0.118,0.002
Tca11g00063.t1,0.152,9.02,0,0.128,0.149,0.002
Tca11g00064.t1,0.152,3.718,0,0.122,0.018,0.002
Tca11g00065.t1,0.343,23.809,0,0.258,0.55,0.009
Tca11g00066.t1,0.139,4.495,0,0.113,0.029,0.002
Tca11g00067.t1,0.162,4.491,0,0.14,0.03,0.006
Tca11g00068.t1,0.23,0.88,0,0.174,0.009,0.011
Tca11g00069.t1,0.151,2.913,0,0.121,0.026,0.002
Tca11g00603.t1,0.151,6.306,0,0.128,0.004,0.002
Tca11g00604.t1,0.169,14.395,0,0.131,0.028,0.002
Tca11g00605.t1,0.134,0.729,0,0.103,0.001,0.002
Tca11g00606.t1,0.153,10.051,0,0.129,0.096,0.002
Tca11g00607.t1,0.136,4.257,0,0.116,0.256,0.002
Tca11g00608.t1,0.218,2.836,0,0.157,0.011,0.006
Tca11g00687.t1,0.146,4.755,0,0.123,0.004,0.002
Tca11g00688.t1,0.199,5.782,0,0.155,0.075,0.002
Tca11g00689.t1,0.155,2.313,0,0.124,0.044,0.002
Tca11g00690.t1,0.169,5.47,0,0.145,0.221,0.003
Tca11g00691.t1,0.16,6.995,0,0.138,0.121,0.003
Tca11g00692.t1,0.184,8.588,0,0.157,0.113,0.004
Tca11g00693.t1,0.161,20.434,0,0.14,0.212,0.002
Tca11g00694.t1,0.173,3.379,0,0.132,0.203,0.005
Tca11g00695.t1,0.151,4.623,0,0.129,0.002,0.003
Tca11g00696.t1,0.218,13.5,0,0.194,0.558,0.004
Tca11g00697.t1,0.16,1.792,0,0.127,0.003,0.005
Tca11g00698.t1,0.187,3.071,0,0.152,0.064,0.006
Tca11g00700.t1,0.248,2.711,0,0.165,0.024,0.013
Tca11g00701.t1,0.187,5.6,0,0.158,0.058,0.004
Tca11g00702.t1,0.202,3.7,0,0.154,0.022,0.01
Tca11g00703.t1,0.159,1.948,0,0.124,0.004,0.004
Tca11g00704.t1,0.178,2.605,0,0.14,0.012,0.005
Tca11g00705.t1,0.192,2.824,0,0.154,0.004,0.006
Tca11g00706.t1,0.13,5.748,0,0.112,1.566,0.001
Tca11g00734.t1,0.183,8.246,0,0.154,0.309,0.002
Tca11g00735.t1,0.151,6.202,0,0.124,0.04,0.002
Tca11g00736.t1,0.155,3.102,0,0.136,0.159,0.003
Tca11g00737.t1,0.156,14.557,0,0.129,0.093,0.003
Tca11g00738.t1,0.174,14.887,0,0.149,0.013,0.002
Tca11g00739.t1,0.148,4.24,0,0.125,0.335,0.002
Tca11g00741.t1,0.144,6.542,0,0.117,0.19,0.002
Tca11g00742.t1,0.26,1.249,0,0.174,0.064,0.01
Tca11g00743.t1,0.19,2.428,0,0.151,0.003,0.004
Tca11g00744.t1,0.166,4.797,0,0.137,0.139,0.002
Tca11g00745.t1,0.171,2.968,0,0.132,0.052,0.003
Tca11g00746.t1,0.181,12.386,0,0.159,0.426,0.003
Tca11g00628.t1,0.213,3.285,0,0.16,0.033,0.005
Tca11g00629.t1,0.236,5.213,0,0.187,0.02,0.007
Tca11g00630.t1,0.233,4.987,0,0.185,0.053,0.005
Tca11g00631.t1,0.328,14.434,0,0.25,1.004,0.006
Tca11g00632.t1,0.272,11.873,0,0.202,0.959,0.006
Tca11g00633.t1,0.194,16.153,0,0.169,0.404,0.002
Tca11g00634.t1,0.153,3.999,0,0.126,0.053,0.004
Tca11g00635.t1,0.157,9.083,0,0.144,0.324,0.005
Tca11g00636.t1,0.158,4.166,0,0.139,0.018,0.004
Tca11g00637.t1,0.149,3.428,0,0.121,0.003,0.003
Tca11g00638.t1,0.156,1.124,0,0.121,0.002,0.006
Tca11g00639.t1,0.134,0.523,0,0.099,0.001,0.003
Tca11g00560.t1,0.214,11.245,0,0.174,0.286,0.004
Tca11g00572.t1,0.189,11.18,0,0.161,0.18,0.003
Tca11g00585.t1,0.162,2.527,0,0.134,0.004,0.003
