Protein,Delta_RMSD_loss,Delta_Steric_loss,Delta_Angle_Dev_loss
Tca12g00890.t1,-0.035,-0.778,0.003
Tca12g00891.t1,-0.026,-2.922,0.001
Tca12g00891.t2,-0.026,-3.13,0.001
Tca12g00892.t1,-0.048,-4.588,0.006
Tca12g00892.t2,-0.057,-3.536,0.006
Tca12g00893.t1,-0.032,-3.147,0.002
Tca12g00894.t1,-0.032,-6.444,0.002
Tca12g00895.t1,-0.043,-6.054,0.004
Tca12g00896.t1,-0.012,-31.757,0.004
Tca12g00897.t1,-0.06,-1.876,0.018
Tca12g00898.t1,-0.015,-35.544,0.002
Tca11g01785.t1,-0.022,-6.426,0.005
Tca11g01786.t1,-0.063,-0.464,0.009
Tca11g01787.t1,-0.034,-5.941,0.002
Tca11g01787.t2,-0.033,-8.646,0.002
Tca11g01788.t1,-0.022,-10.77,0.002
Tca11g01789.t1,-0.039,-5.627,0.003
Tca12g00669.t1,-0.022,-6.632,0.004
Tca12g00670.t1,-0.026,-6.108,0.003
Tca12g00671.t1,-0.001,-14.488,0.004
Tca12g00672.t1,-0.023,-3.018,0.002
Tca12g00673.t1,-0.022,-7.099,0.003
Tca12g00674.t1,-0.03,-6.105,0.002
Tca12g00676.t1,-0.02,-5.673,0.002
Tca12g00677.t1,-0.034,-1.789,0.002
Tca12g00678.t1,-0.019,-5.286,0.003
Tca12g00679.t1,-0.048,-10.65,0.004
Tca12g00680.t1,-0.054,-0.661,0.005
Tca12g00681.t1,-0.033,-4.314,0.002
Tca12g00681.t2,-0.045,-11.04,0.003
Tca12g00682.t1,-0.044,-2.673,0.004
Tca12g00683.t1,-0.029,-5.502,0.003
Tca12g00684.t1,-0.051,-13.116,0.003
Tca12g00685.t1,-0.023,-8.873,0.002
Tca12g00686.t1,-0.039,-3.537,0.007
Tca12g00525.t1,-0.031,-4.887,0.003
Tca12g00538.t1,-0.042,-3.244,0.008
Tca12g00551.t1,-0.048,-2.115,0.006
Tca12g00564.t1,-0.014,-29.834,0.003
Tca12g00575.t1,-0.044,-2.289,0.007
Tca12g00580.t1,-0.053,-34.535,0.014
Tca12g00593.t1,-0.058,-0.813,0.006
Tca12g00688.t1,-0.072,-1.117,0.008
Tca12g00689.t1,-0.024,-4.004,0.002
Tca12g00690.t1,-0.03,-5.829,0.001
Tca12g00691.t1,-0.021,-5.097,0.002
Tca12g00692.t1,-0.021,-5.941,0.005
Tca12g00693.t1,-0.06,-3.763,0.008
Tca12g00694.t1,-0.032,-0.15,0.002
Tca12g00695.t1,-0.012,-8.739,0.002
Tca12g00696.t1,-0.028,-8.731,0.001
Tca12g00697.t1,-0.017,-4.489,0.002
Tca12g00698.t1,-0.051,-1.846,0.008
Tca12g00699.t1,-0.035,-3.862,0.003
Tca12g00701.t1,-0.031,-1.146,0.002
Tca12g00702.t1,-0.008,-3.208,0.005
Tca12g00703.t1,-0.03,-2.074,0.002
Tca12g00704.t1,-0.066,-4.373,0.005
Tca12g00705.t1,-0.054,-1.176,0.007
Tca12g00705.t2,-0.063,-0.63,0.009
Tca12g00706.t1,-0.035,-3.525,0.002
Tca12g00707.t1,-0.058,-3.073,0.005
Tca12g00708.t1,-0.052,-0.616,0.006
Tca12g00709.t1,-0.056,-2.821,0.007
Tca12g00710.t1,-0.033,-14.297,0.002
Tca12g00710.t2,-0.033,-13.824,0.002
Tca12g00710.t3,-0.033,-13.878,0.002
Tca12g00400.t1,-0.034,-5.704,0.003
Tca12g00401.t1,-0.016,-15.846,0.002
Tca12g00402.t1,-0.055,-0.645,0.004
Tca12g00403.t1,-0.066,-0.945,0.004
Tca12g00404.t1,-0.052,-0.569,0.004
Tca12g00405.t1,-0.043,-0.724,0.004
Tca12g00407.t1,-0.043,-4.555,0.004
Tca12g00408.t1,-0.025,-11.583,0.003
Tca12g00409.t1,-0.02,-15.039,0.002
Tca12g00410.t1,-0.03,-54.34,0.005
Tca12g00411.t1,-0.03,-0.347,0.003
Tca12g00412.t1,-0.054,-0.667,0.007
Tca12g00413.t1,-0.061,-0.079,0.006
Tca12g00740.t1,-0.034,-7.195,0.004
Tca12g00740.t2,-0.044,-5.163,0.003
Tca12g00741.t1,-0.032,-5.963,0.002
Tca12g00742.t1,-0.062,-1.683,0.008
Tca12g00743.t1,-0.034,-8.304,0.002
Tca12g00744.t1,-0.037,-1.324,0.009
Tca12g00745.t1,-0.03,-2.892,0.005
Tca12g00746.t1,-0.03,-0.726,0.003
Tca12g00747.t1,-0.026,-1.764,0.002
Tca12g00748.t1,-0.024,-1.238,0.002
Tca12g00749.t1,-0.022,-1.847,0.002
Tca12g00750.t1,-0.03,-2.644,0.003
Tca12g00750.t2,-0.006,-26.801,0.011
Tca12g00752.t1,-0.027,-1.645,0.002
Tca12g00753.t1,-0.023,-3.857,0.003
Tca12g00754.t1,-0.015,-3.817,0.003
Tca12g00755.t1,-0.039,-4.335,0.002
Tca12g00756.t1,-0.04,-1.467,0.004
Tca12g00757.t1,-0.018,-4.46,0.003
Tca12g00758.t1,-0.026,-4.216,0.004
Tca12g00759.t1,-0.047,-7.281,0.005
Tca12g00760.t1,-0.058,-1.653,0.008
Tca12g00761.t1,-0.034,-2.855,0.003
Tca12g00762.t1,-0.024,-6.617,0.002
Tca12g00763.t1,-0.033,-3.225,0.002
Tca12g00764.t1,-0.045,-0.69,0.006
Tca12g00766.t1,-0.02,-4.729,0.003
Tca12g00767.t1,-0.022,-3.103,0.004
Tca12g00768.t1,-0.016,-9.924,0.003
Tca12g00769.t1,-0.012,-5.676,0.006
Tca12g00770.t1,-0.05,-3.246,0.005
Tca12g00771.t1,-0.063,-3.404,0.007
Tca12g00238.t1,-0.027,-4.226,0.003
Tca12g00239.t1,-0.068,-1.128,0.008
Tca12g00240.t1,-0.042,-2.643,0.006
Tca12g00241.t1,-0.035,-4.292,0.007
Tca12g00241.t2,-0.022,-5.653,0.009
Tca12g00242.t1,-0.078,-1.489,0.011
Tca12g00244.t1,-0.02,-2.74,0.005
Tca12g00245.t1,-0.055,-10.355,0.006
Tca12g00246.t1,-0.052,-4.282,0.003
Tca12g00247.t1,-0.029,-3.586,0.002
Tca12g00248.t1,-0.06,-4.045,0.005
Tca12g00249.t1,-0.049,-4.357,0.004
Tca12g00250.t1,-0.046,-7.779,0.005
Tca12g00251.t1,-0.04,-9.721,0.004
Tca12g00252.t1,-0.026,-2.557,0.002
Tca12g00253.t1,-0.028,-3.352,0.002
Tca12g00254.t1,-0.021,-5.893,0.002
Tca12g00255.t1,-0.027,-2.618,0.002
Tca12g00119.t1,-0.036,-16.677,0.006
Tca12g00131.t1,-0.02,-22.97,0.006
Tca12g00143.t1,-0.047,-1.417,0.007
Tca12g00155.t1,-0.028,-4.64,0.002
Tca12g00168.t1,-0.03,-38.449,0.003
Tca12g00182.t1,-0.048,-3.777,0.011
Tca12g00195.t1,-0.02,-8.316,0.002
Tca12g00208.t1,-0.032,-3.883,0.002
Tca12g00217.t1,-0.059,-8.352,0.004
Tca12g00230.t1,-0.031,-18.016,0.003
Tca12g01009.t1,-0.019,-6.879,0.002
Tca12g01010.t1,-0.027,-2.196,0.002
Tca12g01011.t1,-0.067,-11.124,0.007
Tca12g01012.t1,-0.036,-16.056,0.003
Tca12g01013.t1,-0.026,-10.994,0.002
Tca12g01014.t1,-0.012,-2.27,0.006
Tca12g00816.t1,-0.045,-8.387,0.002
Tca12g00829.t1,-0.055,-4.275,0.005
Tca12g00843.t1,-0.041,-4.113,0.002
Tca12g00856.t1,-0.019,-1.394,0.003
Tca12g00869.t1,-0.011,-33.432,0.006
Tca12g00882.t1,-0.029,-5.101,0.002
Tca12g00892.t3,-0.05,-2.741,0.005
Tca12g00917.t1,-0.044,-0.62,0.009
Tca12g00930.t1,-0.043,-2.281,0.003
Tca12g01031.t2,-0.031,-5.177,0.002
Tca12g01031.t3,-0.032,-4.946,0.002
Tca12g01032.t1,-0.054,-0.795,0.006
Tca12g01033.t1,-0.032,-2.887,0.002
Tca12g01034.t1,-0.079,-0.449,0.011
Tca12g01035.t1,-0.027,-3.491,0.002
Tca12g01036.t1,-0.07,-1.689,0.014
Tca12g01037.t1,-0.041,-6.332,0.007
Tca12g01038.t1,-0.023,-3.195,0.003
Tca12g01039.t1,-0.037,-0.314,0.003
Tca12g01040.t1,-0.047,-5.312,0.003
Tca12g01041.t1,-0.05,-22.458,0.006
Tca12g01043.t1,-0.021,-10.371,0.003
Tca12g01044.t1,-0.035,-21.595,0.005
Tca12g01045.t1,-0.031,-3.598,0.004
Tca12g01046.t1,-0.035,-4.017,0.002
Tca12g01047.t1,-0.023,-18.915,0.002
Tca12g01048.t1,-0.051,-4.144,0.005
Tca12g00480.t1,-0.094,-1.628,0.012
Tca12g00481.t1,-0.079,-1.754,0.009
Tca12g00482.t1,-0.043,-0.238,0.004
Tca12g00483.t1,-0.073,-0.861,0.005
Tca12g00484.t1,-0.087,-5.02,0.008
Tca12g00485.t1,-0.068,-10.209,0.008
Tca12g00487.t1,-0.056,-6.661,0.005
Tca12g00488.t1,-0.04,-5.186,0.006
Tca12g00489.t1,-0.036,-1.3,0.004
Tca12g00490.t1,-0.021,-8.937,0.003
Tca12g00491.t1,-0.045,-1.999,0.004
Tca12g00492.t1,-0.046,-1.493,0.006
Tca12g00493.t1,-0.028,-8.19,0.002
Tca12g00494.t1,-0.058,-3.741,0.007
Tca12g00495.t1,-0.068,-1.38,0.009
Tca12g00496.t1,-0.053,-0.545,0.009
Tca12g00497.t1,-0.035,-1.803,0.007
Tca12g00498.t1,-0.039,-2.177,0.004
Tca12g00500.t1,-0.064,-0.904,0.015
Tca12g00501.t1,-0.042,-2.815,0.004
Tca12g00502.t1,-0.029,-14.354,0.004
Tca12g00503.t1,-0.031,-10.075,0.002
Tca12g00504.t1,-0.041,-0.165,0.006
Tca12g00505.t1,-0.045,-3.947,0.007
Tca11g01043.t1,-0.033,-3.264,0.004
Tca11g01044.t1,-0.051,-1.59,0.009
Tca11g01045.t1,-0.03,-3.157,0.002
Tca11g01046.t1,-0.041,-6.539,0.004
Tca11g01047.t1,-0.02,-5.219,0.002
Tca11g01048.t1,-0.037,-12.109,0.003
Tca11g01049.t1,-0.026,-21.035,0.002
Tca11g01050.t1,-0.04,-5.85,0.003
Tca11g01051.t1,-0.03,-10.556,0.003
Tca11g01052.t1,-0.054,-1.004,0.006
Tca11g01053.t1,-0.033,-1.232,0.006
Tca11g01054.t1,-0.069,-1.326,0.007
Tca11g01055.t1,-0.026,-8.323,0.002
Tca11g01056.t1,-0.041,-12.799,0.007
Tca11g01057.t1,-0.067,-3.917,0.006
Tca11g01058.t1,-0.056,-13.878,0.004
Tca11g01059.t1,-0.034,-3.079,0.003
Tca11g01060.t1,-0.029,-4.788,0.001
Tca11g00994.t1,-0.032,-6.681,0.004
Tca11g01006.t1,-0.066,-1.956,0.009
Tca11g01025.t1,-0.036,-1.945,0.003
Tca11g01031.t1,-0.076,-12.115,0.007
Tca11g01037.t1,-0.039,-3.833,0.003
Tca11g01048.t2,-0.029,-16.405,0.004
Tca11g01061.t1,-0.03,-10.258,0.002
Tca11g01071.t1,-0.029,-16.575,0.003
Tca11g01084.t1,-0.026,-1.572,0.001
Tca11g01097.t1,-0.035,-14.145,0.003
Tca11g01062.t1,-0.037,-16.463,0.003
Tca11g01062.t2,-0.026,-28.708,0.003
Tca11g01062.t3,-0.046,-9.897,0.003
Tca11g01063.t1,-0.03,-17.057,0.002
Tca11g01064.t1,-0.055,-8.817,0.005
Tca11g01065.t1,-0.048,-27.559,0.006
Tca12g00059.t1,-0.022,-33.816,0.003
Tca12g00060.t1,-0.045,-2.406,0.006
Tca12g00061.t1,-0.035,-1.852,0.004
Tca12g00062.t1,-0.041,-2.311,0.004
Tca12g00063.t1,-0.032,-1.541,0.003
Tca12g00064.t1,-0.029,-2.717,0.003
Tca12g00065.t1,-0.031,-22.647,0.002
Tca12g00066.t1,-0.03,-2.361,0.003
Tca12g00067.t1,-0.026,-3.068,0.003
Tca12g00068.t1,-0.028,-2.132,0.002
Tca12g00069.t1,-0.021,-5.487,0.004
Tca12g00070.t1,-0.026,-3.067,0.003
Tca12g00072.t1,-0.052,-0.94,0.006
Tca12g00073.t1,-0.026,-2.117,0.003
Tca12g00074.t1,-0.047,-2.046,0.005
Tca12g00075.t1,-0.059,-0.358,0.01
Tca12g00076.t1,-0.033,-6.471,0.002
Tca12g00077.t1,-0.022,-11.463,0.002
Tca12g00078.t1,-0.023,-6.132,0.002
Tca12g00079.t1,-0.021,-10.907,0.003
Tca12g00080.t1,-0.014,-7.181,0.002
Tca12g00081.t1,-0.015,-7.995,0.002
Tca12g00082.t1,-0.016,-4.725,0.002
Tca12g00083.t1,-0.021,-7.033,0.003
Tca12g00306.t1,-0.048,-1.537,0.005
Tca12g00307.t1,-0.045,-15.712,0.003
Tca12g00308.t1,-0.043,-5.943,0.003
Tca12g00309.t1,-0.061,-9.985,0.007
Tca12g00309.t2,-0.044,-22.353,0.006
Tca12g00310.t1,-0.028,-5.987,0.003
Tca12g00311.t1,-0.027,-8.221,0.002
Tca12g00312.t1,-0.029,-5.605,0.003
Tca12g00313.t1,-0.033,-1.326,0.007
Tca12g00314.t1,-0.026,-1.601,0.006
Tca12g00315.t1,-0.026,-1.456,0.006
Tca12g00316.t1,-0.076,-14.164,0.009
Tca12g00317.t1,-0.097,-0.302,0.013
Tca12g00319.t1,-0.039,-6.522,0.003
Tca12g00320.t1,-0.066,-0.293,0.009
Tca12g00321.t1,-0.014,-40.045,0.002
Tca12g00322.t1,-0.029,-1.528,0.003
Tca12g00323.t1,-0.045,-17.549,0.004
Tca12g00324.t1,-0.033,-1.55,0.004
Tca12g00325.t1,-0.08,-5.467,0.012
Tca12g00326.t1,-0.008,-5.814,0.008
Tca12g00327.t1,-0.032,-2.417,0.002
Tca12g00328.t1,-0.029,-12.784,0.003
Tca12g00329.t1,-0.048,-1.728,0.004
Tca12g00330.t1,-0.085,-15.889,0.009
Tca12g00330.t2,-0.065,-8.785,0.007
Tca12g00332.t1,-0.022,-5.594,0.002
Tca12g00333.t1,-0.022,-2.935,0.003
Tca12g00334.t1,-0.023,-6.539,0.002
Tca12g00335.t1,-0.017,-17.866,0.004
Tca12g00336.t1,-0.081,-1.225,0.022
Tca12g00337.t1,-0.034,-11.797,0.004
Tca12g00837.t1,-0.05,-2.602,0.003
Tca12g00838.t1,-0.058,-5.333,0.007
Tca12g00839.t1,-0.021,-4.637,0.002
Tca12g00840.t1,-0.017,-5.026,0.004
Tca12g00841.t1,-0.037,-6.081,0.003
Tca12g00842.t1,-0.042,-2.56,0.002
Tca12g00844.t1,-0.025,-14.841,0.003
Tca12g00845.t1,-0.04,-5.693,0.002
Tca12g00846.t1,-0.03,-2.184,0.002
Tca12g00847.t1,-0.033,-0.901,0.006
Tca12g00848.t1,-0.027,-12.417,0.001
Tca12g00849.t1,-0.01,-5.013,0.003
Tca12g00850.t1,-0.029,-1.261,0.004
Tca12g00851.t1,-0.024,-1.44,0.003
Tca12g00852.t1,-0.021,-6.893,0.002
Tca12g00853.t1,-0.038,-2.094,0.003
Tca12g00854.t1,-0.031,-18.595,0.006
Tca12g00854.t2,-0.055,-8.951,0.005
Tca12g00855.t1,-0.066,-4.836,0.008
Tca12g00857.t1,-0.071,-6.705,0.007
Tca12g00858.t1,-0.068,-19.59,0.008
Tca12g00859.t1,-0.023,-1.982,0.003
Tca12g00860.t1,-0.031,-8.072,0.002
Tca12g00861.t1,0.004,-43.501,0.006
Tca12g00862.t1,-0.031,-0.226,0.006
Tca12g00116.t2,-0.062,-4.247,0.007
Tca12g00116.t3,-0.054,-3.946,0.008
Tca12g00116.t4,-0.067,-1.161,0.009
Tca12g00117.t1,-0.06,-13.145,0.006
Tca12g00117.t2,-0.067,-17.109,0.007
Tca12g00118.t1,-0.018,-4.228,0.004
Tca12g00119.t2,-0.026,-13.208,0.004
Tca12g00120.t1,-0.037,-0.885,0.005
Tca12g00121.t1,-0.041,-0.457,0.006
Tca12g00122.t1,-0.039,-0.804,0.005
Tca12g00123.t1,-0.054,-0.178,0.01
Tca12g00124.t1,-0.048,-0.843,0.007
Tca12g00125.t1,-0.017,-2.777,0.005
Tca12g00126.t1,-0.03,-2.783,0.002
Tca12g00127.t1,-0.031,-4.789,0.003
Tca12g00128.t1,-0.033,-1.7,0.002
Tca12g00129.t1,-0.032,-17.391,0.002
Tca12g00130.t1,-0.045,-0.868,0.006
Tca12g00132.t1,-0.04,-0.786,0.002
Tca12g00133.t1,-0.046,-1.205,0.005
Tca12g00134.t1,-0.039,-3.558,0.003
Tca12g00135.t1,-0.012,-22.151,0.008
Tca12g00136.t1,-0.034,-4.007,0.005
Tca12g00137.t1,-0.026,-6.748,0.003
Tca12g00138.t1,-0.033,-3.956,0.003
Tca12g00139.t1,-0.05,-1.112,0.009
Tca12g00140.t1,-0.029,-8.473,0.002
Tca12g00140.t2,-0.029,-9.842,0.002
Tca12g00141.t1,-0.034,-8.306,0.002
Tca12g00142.t1,-0.033,-9.903,0.002
Tca12g00576.t1,-0.048,-3.574,0.007
Tca12g00577.t1,-0.056,-2.336,0.006
Tca12g00578.t1,-0.03,-7.752,0.002
Tca12g00578.t2,-0.031,-7.854,0.002
Tca12g00579.t1,-0.067,-2.305,0.008
Tca12g00539.t1,-0.052,-22.452,0.01
Tca12g00540.t1,-0.017,-2.564,0.002
Tca12g00541.t1,-0.018,-2.498,0.002
Tca12g00542.t1,-0.027,-7.46,0.003
Tca12g00543.t1,-0.033,-10.628,0.003
Tca12g00544.t1,-0.027,-13.428,0.002
Tca12g00545.t1,-0.025,-11.661,0.003
Tca12g00546.t1,-0.029,-9.953,0.002
Tca12g00547.t1,-0.044,-4.876,0.007
Tca12g00548.t1,-0.022,-6.6,0.008
Tca12g00549.t1,-0.072,-14.208,0.006
Tca12g00550.t1,-0.035,-2.285,0.002
Tca12g00552.t1,-0.021,-4.094,0.002
Tca12g00553.t1,-0.024,-22.117,0.002
Tca12g00554.t1,-0.035,-12.009,0.003
Tca12g00555.t1,-0.015,-3.096,0.002
Tca12g00556.t1,-0.023,-2.984,0.002
Tca12g00557.t1,-0.032,-4.391,0.005
Tca12g00558.t1,-0.051,-3.477,0.005
Tca12g00559.t1,-0.029,-3.331,0.002
Tca12g00560.t1,-0.031,-2.981,0.002
Tca12g00561.t1,-0.027,-5.763,0.002
Tca12g00562.t1,-0.075,-3.656,0.009
Tca12g00563.t1,-0.081,-23.028,0.006
Tca12g00565.t1,-0.028,-5.845,0.002
Tca12g00566.t1,-0.025,-9.263,0.002
Tca12g00567.t1,-0.081,-1.877,0.01
Tca12g00568.t1,-0.062,-1.414,0.009
Tca12g00569.t1,-0.067,-2.274,0.008
Tca12g00570.t1,-0.063,-1.099,0.007
Tca12g00571.t1,-0.049,-1.149,0.007
Tca12g00572.t1,-0.051,-1.114,0.006
Tca12g00573.t1,-0.066,-0.319,0.006
Tca12g00574.t1,-0.054,-2.824,0.007
Tca12g00607.t1,-0.056,-13.224,0.006
Tca12g00608.t1,-0.036,-1.271,0.006
Tca12g00609.t1,-0.055,-6.713,0.007
Tca12g00610.t1,-0.063,-1.738,0.007
Tca12g00611.t1,-0.027,-3.138,0.002
Tca12g00612.t1,-0.029,-4.002,0.002
Tca12g00613.t1,-0.026,-5.414,0.002
Tca12g00614.t1,-0.027,-2.804,0.002
Tca12g00615.t1,-0.05,-0.334,0.006
Tca12g00615.t2,-0.038,-1.861,0.004
Tca12g00616.t1,-0.029,-3.788,0.002
Tca12g00617.t1,-0.012,-5.044,0.002
Tca12g00606.t1,-0.032,-0.168,0.004
Tca12g00618.t1,-0.021,-4.22,0.003
Tca12g00628.t1,-0.022,-5.262,0.001
Tca12g00641.t1,-0.051,-5.445,0.006
Tca12g00653.t1,-0.036,-8.707,0.005
Tca12g00675.t1,-0.023,-3.884,0.005
Tca12g00687.t1,-0.04,-1.068,0.006
Tca12g00700.t1,-0.043,-1.788,0.008
Tca12g00619.t1,-0.021,-5.357,0.002
Tca12g00620.t1,-0.029,-11.272,0.002
Tca12g00621.t1,-0.02,-14.838,0.002
Tca12g00622.t1,-0.044,-5.81,0.006
Tca12g00623.t1,-0.028,-3.323,0.002
Tca12g00624.t1,-0.041,-4.123,0.003
Tca12g00625.t1,-0.031,-1.966,0.002
Tca12g00626.t1,-0.029,-6.865,0.002
Tca12g00627.t1,-0.025,-6.115,0.002
Tca12g00962.t1,-0.038,-3.531,0.013
Tca12g00963.t1,-0.047,-9.488,0.009
Tca12g00964.t1,-0.027,-2.4,0.002
Tca12g00964.t2,-0.033,-1.529,0.002
Tca12g00965.t1,-0.025,-2.04,0.002
Tca12g00966.t1,-0.027,-3.045,0.002
Tca12g00980.t2,-0.05,-16.384,0.004
Tca12g00981.t1,-0.046,-3.104,0.007
Tca12g00982.t1,-0.035,-7.007,0.002
Tca12g00983.t1,-0.051,-19.619,0.005
Tca12g00983.t2,-0.059,-19.546,0.006
Tca12g00984.t1,-0.033,-2.122,0.004
Tca12g00985.t1,-0.082,-2.297,0.014
Tca12g00986.t1,-0.026,-12.497,0.002
Tca12g00987.t1,-0.03,-3.623,0.002
Tca12g00988.t1,-0.054,-0.587,0.009
Tca12g00989.t1,-0.071,-4.576,0.015
Tca12g00990.t1,-0.082,-6.032,0.01
Tca12g00911.t1,-0.037,-4.467,0.004
Tca12g00912.t1,-0.09,-8.824,0.009
Tca12g00913.t1,-0.096,-12.189,0.011
Tca12g00914.t1,-0.115,-12.075,0.01
Tca12g00915.t1,-0.019,-8.981,0.005
Tca12g00916.t1,-0.024,-13.078,0.002
Tca12g00899.t1,-0.033,-1.71,0.003
Tca12g00900.t1,-0.044,-0.628,0.005
Tca12g00901.t1,-0.064,-2.826,0.012
Tca12g00902.t1,-0.03,-15.07,0.003
Tca12g00903.t1,-0.034,-6.446,0.002
Tca12g00904.t1,-0.035,-2.122,0.004
Tca12g00905.t1,-0.024,-4.283,0.002
Tca12g00906.t1,-0.024,-2.895,0.002
Tca12g00907.t1,-0.062,-0.482,0.012
Tca12g00908.t1,-0.029,-2.527,0.005
Tca12g00909.t1,-0.024,-1.899,0.002
Tca12g00910.t1,-0.046,-3.261,0.006
Tca12g00955.t1,-0.046,-5.268,0.014
Tca12g00967.t1,-0.026,-3.926,0.007
Tca12g00974.t1,-0.027,-1.755,0.002
Tca12g00980.t1,-0.052,-15.429,0.004
Tca12g00991.t1,-0.017,-1.669,0.003
Tca12g01004.t1,-0.044,-1.136,0.003
Tca12g01015.t1,-0.035,-0.723,0.005
Tca11g01573.t1,-0.032,-7.932,0.003
Tca11g01574.t1,-0.035,-15.81,0.002
Tca11g01575.t1,-0.043,-1.692,0.003
Tca11g01576.t1,-0.022,-7.208,0.002
Tca11g01577.t1,-0.033,-4.12,0.006
Tca11g01578.t1,-0.03,-10.54,0.002
Tca11g01579.t1,-0.046,-5.211,0.003
Tca11g01580.t1,-0.083,-5.13,0.008
Tca11g01581.t1,-0.024,-14.939,0.003
Tca11g01582.t1,-0.02,-3.83,0.004
Tca11g01583.t1,-0.04,-1.556,0.004
Tca11g01584.t1,-0.023,-4.877,0.003
Tca12g01049.t1,-0.028,-8.664,0.002
Tca12g01050.t1,-0.082,-8.655,0.011
Tca12g01051.t1,-0.033,-1.98,0.003
Tca12g01052.t1,-0.034,-1.607,0.004
Tca12g01053.t1,-0.029,-4.769,0.003
Tca12g01054.t1,-0.034,-13.062,0.003
Tca12g01055.t1,-0.053,-3.869,0.004
Tca12g01056.t1,-0.07,-1.83,0.009
Tca12g01057.t1,-0.017,-4.252,0.002
Tca12g01058.t1,-0.034,-1.307,0.004
Tca12g01059.t1,-0.044,-16.18,0.004
Tca12g01060.t1,-0.077,-16.433,0.008
Tca12g01061.t1,-0.02,-8.23,0.002
Tca12g01061.t2,-0.022,-9.694,0.002
Tca12g01062.t1,-0.028,-3.121,0.003
Tca12g01062.t2,-0.024,-4.509,0.003
Tca12g01063.t1,-0.054,-4.145,0.006
Tca12g01064.t1,-0.034,-10.931,0.003
Tca12g01080.t1,-0.052,-1.735,0.006
Tca12g01081.t1,-0.041,-2.93,0.004
Tca12g01082.t1,-0.033,-4.438,0.002
Tca12g01083.t1,-0.063,-2.39,0.01
Tca12g01084.t1,-0.016,-3.06,0.004
Tca12g01085.t1,-0.048,-2.869,0.004
Tca12g00414.t1,-0.062,-0.344,0.004
Tca12g00415.t1,-0.027,-5.865,0.002
Tca12g00416.t1,-0.031,-2.031,0.003
Tca12g00417.t1,-0.031,-0.985,0.003
Tca12g00418.t1,-0.069,-0.121,0.005
Tca12g00419.t1,-0.064,-0.238,0.004
Tca12g00421.t1,-0.029,-2.274,0.002
Tca12g00422.t1,-0.029,-1.627,0.003
Tca12g00423.t1,-0.024,-3.271,0.003
Tca12g00424.t1,-0.031,-0.995,0.002
Tca12g00425.t1,-0.04,-1.342,0.003
Tca12g00426.t1,-0.031,-2.226,0.003
Tca12g00648.t1,-0.07,-3.616,0.007
Tca12g00649.t1,-0.055,-1.996,0.01
Tca12g00649.t2,-0.071,-2.35,0.008
Tca12g00650.t1,-0.031,-5.767,0.002
Tca12g00651.t1,-0.049,-1.389,0.006
Tca12g00652.t1,-0.051,-0.937,0.01
Tca12g00654.t1,-0.013,-8.918,0.005
Tca12g00655.t1,-0.055,-1.854,0.006
Tca12g00656.t1,-0.015,-6.778,0.01
Tca12g00657.t1,-0.011,-28.058,0.005
Tca12g00658.t1,-0.019,-18.017,0.006
Tca12g00659.t1,-0.02,-12.782,0.006
Tca12g00660.t1,-0.025,-8.567,0.003
Tca12g00661.t1,-0.063,-0.054,0.008
Tca12g00662.t1,-0.062,-0.165,0.009
Tca12g00663.t1,-0.031,-5.515,0.001
Tca12g00663.t2,-0.03,-5.839,0.002
Tca12g00664.t1,-0.061,-1.105,0.009
Tca12g00665.t1,-0.041,-5.66,0.002
Tca12g00666.t1,-0.027,-4.848,0.002
Tca12g00667.t1,-0.026,-2.452,0.003
Tca12g00668.t1,-0.017,-4.631,0.004
Tca12g00257.t1,-0.037,-1.634,0.01
Tca12g00258.t1,-0.016,-13.944,0.004
Tca12g00259.t1,-0.015,-12.26,0.004
Tca12g00260.t1,-0.018,-13.671,0.004
Tca12g00261.t1,-0.014,-14.055,0.004
Tca12g00262.t1,-0.011,-13.657,0.004
Tca12g00263.t1,-0.017,-14.228,0.004
Tca12g00264.t1,-0.023,-76.655,0.038
Tca12g00265.t1,-0.026,-2.492,0.001
Tca12g00266.t1,-0.047,-5.917,0.004
Tca12g00267.t1,-0.027,-8.655,0.002
Tca12g00268.t1,-0.023,-6.41,0.002
Tca12g00269.t1,-0.019,-11.711,0.004
Tca12g00256.t1,-0.047,-0.278,0.006
Tca12g00270.t1,-0.024,-8.986,0.002
Tca12g00292.t1,-0.025,-5.417,0.002
Tca12g00305.t1,-0.038,-1.065,0.005
Tca12g00318.t1,-0.032,-2.243,0.003
Tca12g00331.t1,-0.023,-5.752,0.002
Tca12g00344.t1,-0.041,-0.579,0.005
Tca12g00358.t1,-0.071,-7.191,0.008
Tca12g00271.t1,-0.031,-6.565,0.002
Tca12g00272.t1,-0.025,-9.152,0.003
Tca12g00273.t1,-0.021,-11.871,0.004
Tca12g00274.t1,-0.021,-8.746,0.003
Tca12g00275.t1,-0.038,-2.675,0.005
Tca12g00276.t1,-0.05,-1.097,0.005
Tca12g00277.t1,-0.02,-3.166,0.002
Tca12g00278.t1,-0.066,-4.407,0.007
Tca12g00279.t1,-0.048,-1.179,0.004
Tca12g00280.t1,-0.039,-16.159,0.003
Tca12g00280.t2,-0.038,-14.235,0.003
Tca12g00281.t1,-0.029,-2.543,0.004
Tca12g00282.t1,-0.045,-2.386,0.008
Tca12g00283.t1,-0.024,-6.009,0.001
